,id,key,title,excerpt,matched_title,description,thumbnail
939,1031440,Forensic_medicine,Forensic medicine,Forensic medicine is a broad term used to describe a group of medical specialties which deal with the examination and diagnosis of individuals who have,,Group of medical specialties,
940,2106879,Medicine_in_the_medieval_Islamic_world,Medicine in the medieval Islamic world,"In the history of medicine, ""Islamic medicine"" is the science of medicine developed in the Middle East, and usually written in Arabic, the lingua franca",,Overview of the medicine in the medieval Islamic world,"{'mimetype': 'image/jpeg', 'size': None, 'width': 142, 'height': 200, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Arabischer_Maler_des_Kr%C3%A4uterbuchs_des_Dioskurides_004.jpg/142px-Arabischer_Maler_des_Kr%C3%A4uterbuchs_des_Dioskurides_004.jpg'}"
941,465584,Medical_school,Medical school,"institution, that teaches medicine, and awards a professional degree for physicians. Such medical degrees include the Bachelor of Medicine, Bachelor of Surgery",,Tertiary educational institution teaching and granting degrees in medicine,
942,550042,Ligature_(medicine),Ligature (medicine),"Elastrator Surgical suture Cheesewiring Lois N. Magner (1992). A History of Medicine. CRC Press. p. 91. Greenblatt, Samuel; Dagi, T.; Epstein, Mel (1997-01-01)",,Piece of thread (suture) tied around an anatomical structure,"{'mimetype': 'image/jpeg', 'size': None, 'width': 200, 'height': 138, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Ligature.jpg/200px-Ligature.jpg'}"
943,11687411,Fellowship_(medicine),Fellowship (medicine),fellowship. Adolescent Medicine Allergy/Immunology Cardiology Child abuse (pediatrics only) Critical care medicine Emergency medicine Endocrinology Gastroenterology,,Medical training following postgraduate,
944,463734,Public_health,Public health,preventive medicine is related to public health. The American Board of Preventive Medicine separates three categories of preventive medicine: aerospace,,Promoting health through organized efforts and informed choices of society and individuals,"{'mimetype': 'image/png', 'size': None, 'width': 200, 'height': 129, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/8/85/Illustrated_Current_News-1918-Thompson%2C_Paul.png/200px-Illustrated_Current_News-1918-Thompson%2C_Paul.png'}"
945,80381,Health,Health,"developed through the health sciences are provided by practitioners trained in medicine, nursing, nutrition, pharmacy, social work, psychology, occupational therapy",,Desirable level of functional or metabolic efficiency of a living being,
946,347838,Nuclear_medicine,Nuclear medicine,Nuclear medicine or nucleology is a medical specialty involving the application of radioactive substances in the diagnosis and treatment of disease. Nuclear,,Medical specialty,"{'mimetype': 'image/jpeg', 'size': None, 'width': 200, 'height': 125, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/4/40/Viewer_medecine_nucleaire_keosys.JPG/200px-Viewer_medecine_nucleaire_keosys.JPG'}"
947,1656748,Family_medicine,Family medicine,Family medicine is a medical specialty within primary care that provides continuing and comprehensive health care for the individual and family across,,Medical specialty,"{'mimetype': 'image/jpeg', 'size': None, 'width': 200, 'height': 193, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Family_Medicine_Clinic_at_Naval_Branch_Health_Clinic_Mayport.jpg/200px-Family_Medicine_Clinic_at_Naval_Branch_Health_Clinic_Mayport.jpg'}"
948,40952087,Medicine_(Lippincott_Williams_&_Wilkins_journal),Medicine (Lippincott Williams & Wilkins journal),"Medicine is an open access peer-reviewed medical journal published by Lippincott Williams & Wilkins, an imprint of Wolters Kluwer. It was established in",,Academic journal,
949,585383,Pulmonology,Pulmonology,"respirology, respiratory medicine, or chest medicine in some countries and areas. Pulmonology is considered a branch of internal medicine, and is related to",,Study of respiratory diseases,"{'mimetype': 'image/svg+xml', 'size': 41839, 'width': 188, 'height': 200, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Respiratory_system_complete_en.svg/188px-Respiratory_system_complete_en.svg.png'}"
950,22939,Physics,Physics,"Physics is the natural science that studies matter, its fundamental constituents, its motion and behavior through space and time, and the related entities",,Science about matter and energy,"{'mimetype': 'image/jpeg', 'size': None, 'width': 200, 'height': 156, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Laser.jpg/200px-Laser.jpg'}"
951,52497,Nobel_Prize_in_Physics,Nobel Prize in Physics,The Nobel Prize in Physics is a yearly award given by the Royal Swedish Academy of Sciences for those who have made the most outstanding contributions,,One of the five Nobel Prizes established in 1895 by Alfred Nobel,"{'mimetype': 'image/png', 'size': None, 'width': 200, 'height': 197, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/en/thumb/e/ed/Nobel_Prize.png/200px-Nobel_Prize.png'}"
952,19594028,Theoretical_physics,Theoretical physics,"Theoretical physics is a branch of physics that employs mathematical models and abstractions of physical objects and systems to rationalize, explain and",,Branch of physics,"{'mimetype': 'image/jpeg', 'size': None, 'width': 200, 'height': 192, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/d/d7/LorentzianWormhole.jpg/200px-LorentzianWormhole.jpg'}"
953,23259,Particle_physics,Particle physics,Particle physics or high energy physics is the study of fundamental particles and forces that constitute matter and radiation. The fundamental particles,,Study of subatomic particles and forces,"{'mimetype': 'image/svg+xml', 'size': 37316, 'width': 200, 'height': 191, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/0/00/Standard_Model_of_Elementary_Particles.svg/200px-Standard_Model_of_Elementary_Particles.svg.png'}"
954,21285,Nuclear_physics,Nuclear physics,"Nuclear physics is the field of physics that studies atomic nuclei and their constituents and interactions, in addition to the study of other forms of",,Field of physics that deals with the structure and behavior of atomic nuclei,"{'mimetype': 'image/svg+xml', 'size': 14488, 'width': 200, 'height': 127, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/4/4b/NuclearReaction.svg/200px-NuclearReaction.svg.png'}"
955,25202,Quantum_mechanics,Quantum mechanics,Quantum mechanics is a fundamental theory in physics that provides a description of the physical properties of nature at the scale of atoms and subatomic,,Description of physics at the atomic scale,"{'mimetype': 'image/png', 'size': None, 'width': 200, 'height': 182, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Hydrogen_Density_Plots.png/200px-Hydrogen_Density_Plots.png'}"
956,149861,Work_(physics),Work (physics),"In physics, work is the energy transferred to or from an object via the application of force along a displacement. In its simplest form, for a constant",,Process of energy transfer to an object via force application through displacement,"{'mimetype': 'image/jpeg', 'size': None, 'width': 200, 'height': 70, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/2/25/Baseball_pitching_motion_2004.jpg/200px-Baseball_pitching_motion_2004.jpg'}"
957,2641938,Applied_physics,Applied physics,Applied physics is the application of physics to solve scientific or engineering problems. It is usually considered to be a bridge or a connection between,,Connection between physics and engineering,"{'mimetype': 'image/jpeg', 'size': None, 'width': 200, 'height': 130, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Military_laser_experiment.jpg/200px-Military_laser_experiment.jpg'}"
958,19593829,Spin_(physics),Spin (physics),only given in 1927. Chirality (physics) Dynamic nuclear polarisation Einstein–de Haas effect Helicity (particle physics) Holstein–Primakoff transformation,,Intrinsic form of angular momentum as a property of quantum particles,
959,25916521,Plasma_(physics),Plasma (physics),"plasma"". Physics of Plasmas. 9 (9): 4052–4060. Bibcode:2002PhPl....9.4052R. doi:10.1063/1.1498261. hdl:2027.42/70486. ""Plasma Physics"". Physics. 4 May 2016",,State of matter,"{'mimetype': 'image/jpeg', 'size': None, 'width': 200, 'height': 169, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Lightning3.jpg/200px-Lightning3.jpg'}"
960,19679192,List_of_Nobel_laureates_in_Physics,List of Nobel laureates in Physics,in Physics (Swedish: Nobelpriset i fysik) is awarded annually by the Royal Swedish Academy of Sciences to scientists in the various fields of physics. It,,,"{'mimetype': 'image/png', 'size': None, 'width': 200, 'height': 200, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/en/thumb/6/6a/Nobel_medal.png/200px-Nobel_medal.png'}"
961,7153296,List_of_common_physics_notations,List of common physics notations,"International System of Units ISO 31 Elert, Glenn. ""Special Symbols"". The Physics Hypertextbook. Glenn Elert. Retrieved 4 August 2021. NIST (4 August 2021)",,,
962,53166591,Breast_physics,Breast physics,"In video games, breast physics or jiggle physics are a feature that makes a female character's breasts bounce when she moves, sometimes in an exaggerated",,Bouncing breasts in video games,"{'mimetype': 'image/gif', 'size': None, 'width': 200, 'height': 88, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/en/thumb/a/a7/Street_Fighter_V_breast_physics.gif/200px-Street_Fighter_V_breast_physics.gif'}"
963,9233926,Journal_of_Physics,Journal of Physics,"of Physics B: Atomic, Molecular and Optical Physics Journal of Physics C: Solid State Physics (merged with Journal of Physics F) Journal of Physics D:",,Index of articles associated with the same name,
964,22688097,Branches_of_physics,Branches of physics,Physics is a scientific discipline that seeks to construct and experimentally test theories of the physical universe. These theories vary in their scope,,Overview of the branches of physics,"{'mimetype': 'image/svg+xml', 'size': 11409, 'width': 200, 'height': 90, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/5/56/Modernphysicsfields.svg/200px-Modernphysicsfields.svg.png'}"
965,19597280,Physics_(disambiguation),Physics (disambiguation),"Physics portal Look up physics in Wiktionary, the free dictionary. Physics is a natural science that studies matter and the forces that act upon it. Physics",,Topics referred to by the same term,
966,3879598,Tension_(physics),Tension (physics),"In physics, tension is described as the pulling force transmitted axially by the means of a string, a cable, chain, or similar object, or by each end",,Pulling force transmitted axially – Opposite of compression,"{'mimetype': 'image/png', 'size': None, 'width': 200, 'height': 95, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/8/83/Tug_Of_War_Tension.png/200px-Tug_Of_War_Tension.png'}"
967,183089,List_of_unsolved_problems_in_physics,List of unsolved problems in physics,"unsolved problems grouped into broad areas of physics. Some of the major unsolved problems in physics are theoretical, meaning that existing theories",,,
968,211922,Impulse_(physics),Impulse (physics),"Jewett, John W. (2004). Physics for Scientists and Engineers (6th ed.). Brooks/Cole. ISBN 0-534-40842-7. Tipler, Paul (2004). Physics for Scientists and Engineers:",,Integral of a force over a time interval,
969,521267,Reflection_(physics),Reflection (physics)," Zh. Russ. Fiz-Khim. Ova. 58: 381. M. Iona (1982). ""Virtual mirrors"". Physics Teacher. 20 (5): 278. Bibcode:1982PhTea..20..278G. doi:10.1119/1.2341067",,"""Bouncing back"" of waves at an interface","{'mimetype': 'image/jpeg', 'size': None, 'width': 200, 'height': 159, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Mount_Hood_reflected_in_Mirror_Lake%2C_Oregon.jpg/200px-Mount_Hood_reflected_in_Mirror_Lake%2C_Oregon.jpg'}"
970,24236,Power_(physics),Power (physics),"In physics, power is the amount of energy transferred or converted per unit time. In the International System of Units, the unit of power is the watt",,"Rate at which energy is transferred, used, or transformed to do work at a given interval of time",
971,740540,Engineering_physics,Engineering physics,"Engineering physics, or engineering science, refers to the study of the combined disciplines of physics, mathematics, chemistry, biology, and engineering",,Study of the combined disciplines in natural science and engineering,
972,24489,Outline_of_physics,Outline of physics,following outline is provided as an overview of and topical guide to physics: Physics – natural science that involves the study of matter and its motion,,Overview of and topical guide to physics,
973,13758,History_of_physics,History of physics,and in technology. Physics today may be divided loosely into classical physics and modern physics. Elements of what became physics were drawn primarily,,Historical development of physics,"{'mimetype': 'image/gif', 'size': None, 'width': 200, 'height': 150, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Newtons_cradle_animation_book_2.gif/200px-Newtons_cradle_animation_book_2.gif'}"
974,19194778,Deformation_(physics),Deformation (physics),"In physics, deformation is the continuum mechanics transformation of a body from a reference configuration to a current configuration. A configuration",,Transformation of a body from a reference configuration to a current configuration,"{'mimetype': 'image/svg+xml', 'size': 3635, 'width': 200, 'height': 111, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/3/3c/DeformationOfRod_plain.svg/200px-DeformationOfRod_plain.svg.png'}"
975,2711029,Physics_education,Physics education,Physics education refers to the methods currently used to teach physics. Physics Education Research refers to an area of pedagogical research that seeks,,Set of methods to teach physics,
976,151066,Classical_physics,Classical physics,"Classical physics is a group of physics theories that predate modern, more complete, or more widely applicable theories. If a currently accepted theory",,Physics as understood pre-1900,"{'mimetype': 'image/svg+xml', 'size': 11409, 'width': 200, 'height': 90, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/5/56/Modernphysicsfields.svg/200px-Modernphysicsfields.svg.png'}"
977,2137292,Drag_(physics),Drag (physics),"the immobile pipe decreases fluid velocity relative to the pipe. In the physics of sports, the drag force is necessary to explain the motion of balls,",,Retarding force on a body moving in a fluid,
978,9649,Energy,Energy,"In physics, energy (from Ancient Greek: ἐνέργεια, enérgeia, “activity”) is the quantitative property that is transferred to a body or to a physical system",,Property that makes changes possible,"{'mimetype': 'image/jpeg', 'size': None, 'width': 200, 'height': 150, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Energy_Arc_%28central_electrode_of_a_Plasma_Lamp%29.jpg/200px-Energy_Arc_%28central_electrode_of_a_Plasma_Lamp%29.jpg'}"
979,1692795,Physics_(Aristotle),Physics (Aristotle),"The Physics (Greek: Φυσικὴ ἀκρόασις Phusike akroasis; Latin: Physica, or Naturales Auscultationes, possibly meaning ""lectures on nature"") is a named text",,Treatise by Aristotle,"{'mimetype': 'image/jpeg', 'size': None, 'width': 155, 'height': 200, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Francesco_Hayez_001.jpg/155px-Francesco_Hayez_001.jpg'}"
980,361897,Astrophysics,Astrophysics,Astrophysics is a science that employs the methods and principles of physics and chemistry in the study of astronomical objects and phenomena. As one,,Branch of astronomy,
981,844186,Modern_physics,Modern physics,Modern physics is a branch of physics that developed in the early 20th century and onward or branches greatly influenced by early 20th century physics. Notable,,Physics theories developed post-1901,"{'mimetype': 'image/png', 'size': None, 'width': 141, 'height': 200, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/5/50/Albert_Einstein_%28Nobel%29.png/141px-Albert_Einstein_%28Nobel%29.png'}"
982,34357822,AP_Physics,AP Physics,Placement (AP) Physics collectively refers to the College Board Advanced Placement Program courses and exams covering various areas of physics. These are,,College Board examinations,
983,26998617,Field_(physics),Field (physics),"In physics, a field is a physical quantity, represented by a scalar, vector, or tensor, that has a value for each point in space and time. For example",,Physical quantities taking values at each point in space and time,"{'mimetype': 'image/svg+xml', 'size': 14081, 'width': 200, 'height': 150, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/e/ed/VFPt_charges_plus_minus_thumb.svg/200px-VFPt_charges_plus_minus_thumb.svg.png'}"
984,278366,Moment_(physics),Moment (physics),"In physics, a moment is a mathematical expression involving the product of a distance and physical quantity. Moments are usually defined with respect",,Concept in physics,
985,2757018,Phenomenology_(physics),Phenomenology (physics),"In physics, phenomenology is the application of theoretical physics to experimental data by making quantitative predictions based upon known theories.",,,
986,1453385,Physics_engine,Physics engine,"A physics engine is computer software that provides an approximate simulation of certain physical systems, such as rigid body dynamics (including collision",,Software for approximate simulation of physical systems,"{'mimetype': 'application/ogg', 'size': 3443, 'width': 200, 'height': 150, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/1/1c/PhysicsEngine.ogv/200px--PhysicsEngine.ogv.jpg'}"
987,16290,Jerk_(physics),Jerk (physics),"In physics, jerk or jolt is the rate at which an object's acceleration changes with respect to time. It is a vector quantity (having both magnitude and",,Rate of change of acceleration with time,"{'mimetype': 'image/svg+xml', 'size': 2987, 'width': 150, 'height': 200, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Time_derivatives_of_position.svg/150px-Time_derivatives_of_position.svg.png'}"
988,9100987,Lists_of_physics_equations,Lists of physics equations,field. Physics is derived of formulae only. Variables commonly used in physics Continuity equation Constitutive equation Defining equation (physics) Defining,,,
989,312881,Action_(physics),Action (physics),"In physics, action is a numerical value describing how a physical system has changed over time. Action is significant because the equations of motion",,Physical quantity of dimension energy × time,
990,173416,Mathematical_physics,Mathematical physics,Mathematical physics refers to the development of mathematical methods for application to problems in physics. The Journal of Mathematical Physics defines,,Application of mathematical methods to problems in physics,"{'mimetype': 'image/gif', 'size': None, 'width': 200, 'height': 187, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/e/e0/StationaryStatesAnimation.gif/200px-StationaryStatesAnimation.gif'}"
991,38579,Gravity,Gravity,"In physics, gravity (from Latin gravitas 'weight') is a fundamental interaction which causes mutual attraction between all things with mass or energy",,Attraction of masses and energy,"{'mimetype': 'image/jpeg', 'size': None, 'width': 200, 'height': 150, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/7/72/A_stellar_black_hole.jpg/200px-A_stellar_black_hole.jpg'}"
992,202584,Medical_physics,Medical physics,"Medical physics deals with the application of the concepts and methods of physics to the prevention, diagnosis and treatment of human diseases with a",,"Application of physics concepts, theories and methods to medicine or healthcare",
993,10279126,Aristotelian_physics,Aristotelian physics,"Aristotelian physics is the form of natural science described in the works of the Greek philosopher Aristotle (384–322 BC). In his work Physics, Aristotle",,Natural sciences as described by Aristotle,
994,675130,Molecular_physics,Molecular physics,"Molecular physics is the study of the physical properties of molecules, the chemical bonds between atoms as well as the molecular dynamics. Its most important",,Study of the physical and chemical properties of molecules,"{'mimetype': 'image/gif', 'size': None, 'width': 200, 'height': 145, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/9/96/Diamond_animation.gif/200px-Diamond_animation.gif'}"
995,405493,Digital_physics,Digital physics,"Digital physics is a speculative idea that the universe can be conceived of as a vast, digital computation device, or as the output of a deterministic",,Term in physics and cosmology,
996,22988401,Physics_Letters,Physics Letters,"physics, theoretical physics, nonlinear science, statistical physics, mathematical and computational physics, general and cross-disciplinary physics (including",,Academic journal,
997,736,Albert_Einstein,Albert Einstein,"philosophy of science. He received the 1921 Nobel Prize in Physics ""for his services to theoretical physics, and especially for his discovery of the law of the",,German-born scientist (1879–1955),"{'mimetype': 'image/jpeg', 'size': None, 'width': 152, 'height': 200, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Einstein_1921_by_F_Schmutzer_-_restoration.jpg/152px-Einstein_1921_by_F_Schmutzer_-_restoration.jpg'}"
998,9123796,Journal_of_Physics_A,Journal of Physics A,of Physics A: Mathematical and Theoretical is a peer-reviewed scientific journal published by IOP Publishing. It is part of the Journal of Physics series,,Academic journal,
999,1126641,Invariant_(physics),Invariant (physics),"In theoretical physics, an invariant is an observable of a physical system which remains unchanged under some transformation. Invariance, as a broader",,,
1000,18831,Mathematics,Mathematics,"Mathematics (from Ancient Greek μάθημα; máthēma: 'knowledge, study, learning') is an area of knowledge that includes such topics as numbers (arithmetic",,Area of knowledge,
1001,185427,Function_(mathematics),Function (mathematics),"In mathematics, a function from a set X to a set Y assigns to each element of X exactly one element of Y. The set X is called the domain of the function",,Association of one output to each input,"{'mimetype': 'image/svg+xml', 'size': 4115, 'width': 200, 'height': 198, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Function_machine2.svg/200px-Function_machine2.svg.png'}"
1002,24295969,Applied_mathematics,Applied mathematics,"Applied mathematics is the application of mathematical methods by different fields such as physics, engineering, medicine, biology, finance, business,",,Application of mathematical methods to other fields,"{'mimetype': 'image/svg+xml', 'size': 53162, 'width': 200, 'height': 195, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Vehicle_Routing_Problem_Example.svg/200px-Vehicle_Routing_Problem_Example.svg.png'}"
1003,8492,Discrete_mathematics,Discrete mathematics,"Discrete mathematics is the study of mathematical structures that can be considered ""discrete"" (in a way analogous to discrete variables, having a bijection",,Study of discrete mathematical structures,"{'mimetype': 'image/svg+xml', 'size': 5268, 'width': 200, 'height': 132, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/5/5b/6n-graf.svg/200px-6n-graf.svg.png'}"
1004,20556859,Matrix_(mathematics),Matrix (mathematics),"In mathematics, a matrix (plural matrices) is a rectangular array or table of numbers, symbols, or expressions, arranged in rows and columns, which is",,Two-dimensional array of numbers,"{'mimetype': 'image/png', 'size': None, 'width': 200, 'height': 136, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Matris.png/200px-Matris.png'}"
1005,457210,Pure_mathematics,Pure mathematics,Pure mathematics is the study of mathematical concepts independently of any application outside mathematics. These concepts may originate in real-world,,Mathematics independent of applications,"{'mimetype': 'image/svg+xml', 'size': 109709, 'width': 199, 'height': 200, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/1/14/E8Petrie.svg/199px-E8Petrie.svg.png'}"
1006,48404,Ring_(mathematics),Ring (mathematics),"In mathematics, rings are algebraic structures that generalize fields: multiplication need not be commutative and multiplicative inverses need not exist",,Algebraic structure with addition and multiplication,"{'mimetype': 'image/svg+xml', 'size': 5332, 'width': 184, 'height': 200, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Latex_integers.svg/184px-Latex_integers.svg.png'}"
1007,516931,Map_(mathematics),Map (mathematics),"In mathematics, a map is often used as a synonym for a function, but may also refer to some generalizations. Originally, this was an abbreviation of mapping[citation",,"Function, homomorphism, or morphism","{'mimetype': 'image/svg+xml', 'size': 15601, 'width': 186, 'height': 200, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/d/df/Function_color_example_3.svg/186px-Function_color_example_3.svg.png'}"
1008,15287,Series_(mathematics),Series (mathematics),"In mathematics, a series is, roughly speaking, a description of the operation of adding infinitely many quantities, one after the other, to a given starting",,Infinite sum,
1009,53696,Division_(mathematics),Division (mathematics),"division appear in various algebraic structures, different ways of defining mathematical structure. Those in which a Euclidean division (with remainder) is defined",,Arithmetic operation,"{'mimetype': 'image/svg+xml', 'size': 16685, 'width': 167, 'height': 200, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Divide20by4.svg/167px-Divide20by4.svg.png'}"
1010,46439,Philosophy_of_mathematics,Philosophy of mathematics,"The philosophy of mathematics is the branch of philosophy that studies the assumptions, foundations, and implications of mathematics. It aims to understand",,Branch of philosophy on the nature of mathematics,
1011,368684,Moment_(mathematics),Moment (mathematics),"In mathematics, the moments of a function are quantitative measures related to the shape of the function's graph. If the function represents mass density",,"In mathematics, a quantitative measure of the shape of a set of points",
1012,26691,Set_(mathematics),Set (mathematics),"A set is the mathematical model for a collection of different things; a set contains elements or members, which can be mathematical objects of any kind:",,Collection of mathematical objects,"{'mimetype': 'image/svg+xml', 'size': 14836, 'width': 200, 'height': 178, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/3/37/Example_of_a_set.svg/200px-Example_of_a_set.svg.png'}"
1013,26446,Recreational_mathematics,Recreational mathematics,Recreational mathematics is mathematics carried out for recreation (entertainment) rather than as a strictly research and application-based professional,,Form of entertainment in mathematics,
1014,19447,Group_(mathematics),Group (mathematics),"In mathematics, a group is a set and an operation that combines any two elements of the set to produce a third element of the set, in such a way that",,Set with associative invertible operation,"{'mimetype': 'image/svg+xml', 'size': 24199, 'width': 192, 'height': 200, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Rubik%27s_cube.svg/192px-Rubik%27s_cube.svg.png'}"
1015,14220,History_of_mathematics,History of mathematics,The history of mathematics deals with the origin of discoveries in mathematics and the mathematical methods and notation of the past. Before the modern,,Historical development of mathematics,"{'mimetype': 'image/jpeg', 'size': None, 'width': 196, 'height': 200, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Euclid-proof.jpg/196px-Euclid-proof.jpg'}"
1016,19636,Mathematical_logic,Mathematical logic,"Mathematical logic is the study of formal logic within mathematics. Major subareas include model theory, proof theory, set theory, and recursion theory",,Subfield of mathematics,
1017,57923100,List_of_mathematics_awards,List of mathematics awards,This list of mathematics awards is an index to articles about notable awards for mathematics. The list is organized by the region and country of the organization,,,"{'mimetype': 'image/jpeg', 'size': None, 'width': 200, 'height': 192, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/0/0c/FieldsMedalFront.jpg/200px-FieldsMedalFront.jpg'}"
1018,143135,Parity_(mathematics),Parity (mathematics),"In mathematics, parity is the property of an integer of whether it is even or odd. An integer is even if it is a multiple of two, and odd if it is not",,Property of being an even or odd number,"{'mimetype': 'image/png', 'size': None, 'width': 200, 'height': 129, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Parity_of_5_and_6_Cuisenaire_rods.png/200px-Parity_of_5_and_6_Cuisenaire_rods.png'}"
1019,4973465,Mathematics_(disambiguation),Mathematics (disambiguation),"Look up mathematics in Wiktionary, the free dictionary. Mathematics is a field of knowledge. Mathematics may also refer to: Mathematics (album), a 1985",,Topics referred to by the same term,
1020,10603,Field_(mathematics),Field (mathematics),"In mathematics, a field is a set on which addition, subtraction, multiplication, and division are defined and behave as the corresponding operations on",,"Algebraic structure with addition, multiplication, and division","{'mimetype': 'image/svg+xml', 'size': 17233, 'width': 198, 'height': 200, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/7/75/Regular_polygon_7_annotated.svg/198px-Regular_polygon_7_annotated.svg.png'}"
1021,3728109,Variable_(mathematics),Variable (mathematics),"In mathematics, a variable (from Latin variabilis, ""changeable"") is a symbol and placeholder for any mathematical object. In particular, a variable may",,Symbol representing a mathematical object,
1022,276410,Module_(mathematics),Module (mathematics),"In mathematics, a module is a generalization of the notion of vector space in which the field of scalars is replaced by a ring. The concept of module",,Generalization of vector spaces from fields to rings,"{'mimetype': 'image/svg+xml', 'size': 5332, 'width': 184, 'height': 200, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Latex_integers.svg/184px-Latex_integers.svg.png'}"
1023,990534,Norm_(mathematics),Norm (mathematics),"In mathematics, a norm is a function from a real or complex vector space to the non-negative real numbers that behaves in certain ways like the distance",,Length in a vector space,
1024,49172,Interval_(mathematics),Interval (mathematics),"In mathematics, a (real) interval is a set of real numbers that contains all real numbers lying between any two numbers of the set. For example, the set",,All numbers between two given numbers,
1025,1485646,Mathematical_Reviews,Mathematical Reviews,"Mathematical Reviews is a journal published by the American Mathematical Society (AMS) that contains brief synopses, and in some cases evaluations, of",,Scientific journal,
1026,48396,Mathematical_analysis,Mathematical analysis,"Analysis is the branch of mathematics dealing with continuous functions, limits, and related theories, such as differentiation, integration, measure,",,Branch of mathematics,"{'mimetype': 'image/png', 'size': None, 'width': 200, 'height': 162, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/9/95/Attracteur_%C3%A9trange_de_Lorenz.png/200px-Attracteur_%C3%A9trange_de_Lorenz.png'}"
1027,457680,Spline_(mathematics),Spline (mathematics),"In mathematics, a spline is a special function defined piecewise by polynomials. In interpolating problems, spline interpolation is often preferred to",,Mathematical function defined piecewise by polynomials,"{'mimetype': 'image/svg+xml', 'size': 5484, 'width': 200, 'height': 136, 'duration': None, 'url': '//upload.wikimedia.org/wikipedia/commons/thumb/5/55/Parametic_Cubic_Spline.svg/200px-Parametic_Cubic_Spline.svg.png'}"
