topic,keyword,short_text
Mathematics,,"This course covered the mathematical topics most directly related to computer science. Topics included: logic, relations, functions, basic set theory, countability and counting arguments, proof techniques, mathematical induction, graph theory, combinatorics, discrete probability, recursion, recurrence relations, and number theory. Emphasis will be placed on providing a context for the application of the mathematics within computer science. The analysis of algorithms requires the ability to count the number of operations in an algorithm. Recursive algorithms in particular depend on the solution to a recurrence equation, and a proof of correctness by mathematical induction. The design of a digital circuit requires the knowledge of Boolean algebra. Software engineering uses sets, graphs, trees and other data structures. Number theory is at the heart of secure messaging systems and cryptography. Logic is used in AI research in theorem proving and in database query systems. Proofs by induction and the more general notions of mathematical proof are ubiquitous in theory of computation, compiler design and formal grammars. Probabilistic notions crop up in architectural trade-offs in hardware design."
Mathematics,,The solutions unit consists of the following:   General points for discussion relating to the teaching of the mathematical content in the activities. Step-by-step mathematical solutions to the activities. Annotations to the solutions to assist teachers in their understanding the maths as well as teaching issues relating to the mathematical content represented in the activities. Suggestions of links to alternative activities for the teaching of the mathematical content represented in the activities
Mathematics,,The solutions unit consists of the following:  General points for discussion relating to the teaching of the mathematical content in the activities. Step-by-step mathematical solutions to the activities. Annotations to the solutions to assist teachers in their understanding the maths as well as teaching issues relating to the mathematical content represented in the activities. Suggestions of links to alternative activities for the teaching of the mathematical content represented in the activities.
Mathematics,,This is an activity about using solar arrays to provide power to the space station. Learners will solve a scenario-based problem by calculating surface areas and determining the amount of power or electricity the solar arrays can create. This is mathematics activity 1 of 2 found in the ISS L.A.B.S. Educator Resource Guide.
Mathematics,,This lesson unit is intended to help you assess how well students are able to: solve simple problems involving ratio and direct proportion; choose an appropriate sampling method; and collect discrete data and record them using a frequency table.
Mathematics,,This resource is a summarized version of the topic based on Principles of Teaching 1 by Corpuz and Salandanan (2015). These lectures notes were crafted for students' and teachers' use in understanding the guiding principles in the selection and use of teaching strategies. The content belongs to the cited authors and was crafted for a less text presentation of the lesson.
Mathematics,,This provides a mathematical method of balancing chemical equations as an alternative to the conventional method (by inspection)
Mathematics,,"Inequalities are mathematical statements that connect unequal expressions.This curriculum guide will help students understand inequalities, and be able to differentiate between inequality signs.  They will solve inequality problems, being able to recognize problems where the inequality signs will need to change to arrive at a solution.  Students will represent inequality solutions on a number line."
Mathematics,,Visually searchable database of Algebra 1 videos. Click on a problem and watch the solution on YouTube.  Copy and paste this material into your CMS. Videos accompany the open Elementary Algebra textbook published by Flat World Knowledge.
Mathematics,,"Complete set of mobile friendly Elementary Algebra sample exams with solutions. In addition, there are links to pdf versions and a sample final exam with answers."
Mathematics,,A+ Click is an interactive collection of more than 3700 math problems and answers for K-1 K-12 school program. It defines the personal level of math knowledge. You move up into the next level if you give 5 correct answers in a row. Practice makes perfect.
Mathematics,,The solutions unit consists of the following: General points for discussion relating to the teaching of the mathematical content in the activities. Step-by-step mathematical solutions to the activities. Annotations to the solutions to assist teachers in their understanding the maths as well as teaching issues relating to the mathematical content represented in the activities. Suggestions of links to alternative activities for the teaching of the mathematical content represented in the activities.
Mathematics,,"This text, originally by K. Kuttler, has been redesigned by the Lyryx editorial team as a first course in linear algebra for science and engineering students who have an understanding of basic algebra.All major topics of linear algebra are available in detail, as well as proofs of important theorems. In addition, connections to topics covered in advanced courses are introduced. The text is designed in a modular fashion to maximize flexibility and facilitate adaptation to a given course outline and student profile.Each chapter begins with a list of student learning outcomes, and examples and diagrams are given throughout the text to reinforce ideas and provide guidance on how to approach various problems. Suggested exercises are included at the end of each section, with selected answers at the end of the text.Lyryx develops and supports open texts, with editorial services to adapt the text for each particular course. In addition, Lyryx provides content-specific formative online assessment, a wide variety of supplements, and in-house support available 7 days/week for both students and instructors."
Mathematics,,"The first video segment presents a ""freemium"" business model as a motivating example. The second and third segments provide mathematical background on vectors, vector spaces, operators, and representations. Using this theoretical foundation, we solve for the dynamics of the example business using eigenvalue-eigenvector analysis."
Mathematics,,Khan Academy video Apply and extend previous understanding of multiplication and division and of fractions to multiply and divide rational numbers
Mathematics,,Khan Academy video tutorial with practice exercises. Introduction to averages and algebra problems involving averages.
Mathematics,,"""Students create their own Mystery Numbers by giving clues about the name, value, and multiples of the digits which comprise the number."" from Beacon Learning."
Mathematics,,Khan Academy video tutorial. Solving one and two step equations-this is made slightly more difficult than the Simple Equations tutorial by adding constants to the variable term.
Mathematics,,"The first video segment presents a canonical mathematical example from quantitative biology, in which mRNA is transcribed from a gene sequence, and protein is translated from mRNA. The second segment uses eigenvector-eigenvalue analysis to sketch the trajectories of the system in a phase portrait. Finally, the third segment generalizes the linear stability analysis used to study this example."
Mathematics,,"Using the simple example of calculating the probability of reaching a traffic light while green, students are shown how to build a mathematical model using a very commonly-taught formula (sum of first n integers) to solve a rather practical problem. This resource is from PUMAS - Practical Uses of Math and Science - a collection of brief examples created by scientists and engineers showing how math and science topics taught in K-12 classes have real world applications."
Mathematics,,"Students will encounter the concept of a distribution, along with parameters that describe a distribution's ""typical"" values (average) and a distribution's spread (variance). To understand simple distributions and uncertainty propagation in the coming sections, it is necessary to be familiar with the concept of statistical independence. When two variables fluctuate independently, their covariance vanishes, and the variance of their sum is the sum of their variances."
Mathematics,,"The quadratic formula is easy to solve, yet sufficiently sophisticated that it provides insight into oscillations of masses connected by springs, as well as insight into chemical bonds between atoms. The purpose of this video is to illustrate what it means to find the ""zeros"" or ""roots"" of the quadratic equation, both using a graphical description, as well as by analytically completing the square to obtain the famous quadratic formula."
Mathematics,,"When a function depends on multiple independent variables, the curly-d symbol denotes slopes calculated by jiggling only one independent variable at a time. This is a multivariable cousin to the derivative. We use this notation in future sections to keep track of how molecules are generated or degraded by different reactions."
Mathematics,,"This textbook was written to meet the needs of a twenty-first century student. It takes a systematic approach to helping students learn how to think and centers on a structured process termed the PUPP Model (Plan, Understand, Perform, and Present). This process is found throughout the text and in every guided example to help students develop a step-by-step problem-solving approach.This textbook simplifies and integrates annuity types and variable calculations, utilizes relevant algebraic symbols, and is integrated with the Texas Instruments BAII+ calculator. It also contains structured exercises, annotated and detailed formulas, and relevant personal and professional applications in discussion, guided examples, case studies, and even homework questions."
Mathematics,,"The purpose of the first part of this video is to introduce the idea of summation and its notation using the Greek-letter Sigma. We practice working with sums by using Gauss's summation trick. In the second part of the video, we study examples of infinite series, one which converges to a finite number (geometric series), and one which diverges (harmonic series)."
Mathematics,,"When a derivative of a function appears on one side of an equation and the function appears somewhere on the other side, it is common to employ a series of manipulations of notation that are called separation of variables. This strategy is often presented in a way that makes it seem as though differentials were quantities that could be independently moved around an equation. The purpose of this video is to show that the same end result can be obtained more rigorously using u-substitution, in other words, using a ""change of variables."""
Mathematics,,"Students will see how the idea of a limit can be presented both in formal epsilon-delta-style terms, and using corresponding animations. After calculating a limit for a simple example function, we point out that limits do not always exist."
Mathematics,,"In the five parts of this video, we define the derivative and then build a cribsheet of rules for expressing the slopes of simple functions and combinations of functions. These include the power rule, the chain rule, the product and quotient rules, and the rules for differentiating sinusoidal functions."
Mathematics,,"In the first video segment, we introduce Euler's number by considering the problem of interest compounded continuously. After we obtain the power-series representation for exp(x), we explore its properties, in the next four video segments, to convince ourselves that exp(x) is literally an exponential function, meaning a number, approximately 2.71828, taken to the power x. In the final two segments, we present the natural logarithm and demonstrate that it is the anti-derivative of 1/x."
Mathematics,,"In the first part of this video introduction to combinatorics, we introduce factorial notation to efficiently describe the ways we can arrange distinguishable objects in a row. Next, we count the combinations of L objects that can be grabbed from a container of L + N total objects. Finally, we use the formula for combinations to derive the binomial theorem."
Mathematics,,"To continue our discussion of derivatives from preceding videos, we explain that the second derivative represents curvature. By combining knowledge of multiple derivatives, we can sometimes create Taylor series, which are local approximations of functions. As an example, we Taylor-expand sinusoidal functions and then use the results to iteratively approximate pi."
Mathematics,,"In this video, we become familiar with integrals, both by understanding them as sums of areas under plots of functions, and by understanding them as anti-derivatives. We present the u-substitution rule, which is the analog of the chain rule for differentiating composite functions."
Mathematics,,"In the first video segment, we study the distribution, average, and variance for the Bernoulli coin-toss process. The binomial distribution results from stringing together a series of coin tosses. In the second segment, we study the limit of ""rare"" events, which is described by the Poisson distribution."
Mathematics,,"We express the exponential function of an imaginary variable in terms of sine and cosine. The ""complex exponentials"" that result trace out a circle in the complex plane. Pointing to one of the positions in the complex plane, we obtain the identity exp(i pi) = -1."
Mathematics,,"In this video, we use direction fields (drawn as quiver plots) to illustrate the numerical integration of differential equations. We include a heuristic example of how one might try to adapt step size by comparing different orders of approximation."
Mathematics,,"This math example explains what celestial objects a person can see with the unaided eye from the vantage points of Earth and Mars, using simple math, algebra and astronomical distance information. This resource is from PUMAS - Practical Uses of Math and Science - a collection of brief examples created by scientists and engineers showing how math and science topics taught in K-12 classes have real world applications."
Mathematics,,"In the first part of this video, we review the idea of flat space and the Pythagorean theorem. The second part of the video reviews ideas from trigonometry including the unit circle, sine, cosine, and pi. We conclude with a proof of an angle-sum identity."
Mathematics,,"In this video, we explore some concepts fundamental to algebra. To streamline the discussion of relationships between physical quantities, we introduce variables, functions, composition, and inverse. By thinking about the concept of an inverse function, we obtain our first glimpse of the imaginary root (i.e. square-root of -1) and the complex plane."
Mathematics,,"Using the complex exponentials described in the previous video, we show how oscillating systems can be modeled using ""rotation matrices."" One strategy for determining whether a dynamical system supports oscillations is to look for complex eigenvectors and eigenvalues."
Mathematics,,"This collection of 103 individual sets of math problems derives from images and data generated by NASA remote sensing technology. Whether used as a challenge activity, enrichment activity and/or a formative assessment, the problems allow students to engage in authentic applications of math. Each set consists of one page of math problems (one to six problems per page) and an accompanying answer key. Based on complexity, the problem sets are designated for two grade level groups: 6-8 and 9-12. Also included is an introduction to remote sensing, a matrix aligning the problem sets to specific math topics, and four problems for beginners (grades 3-5)."
Mathematics,,"The quadrature formula relates the fluctuations of a function to fluctuations in the variables on which the function depends. In this derivation, we approximate a multivariable function using a Taylor expansion, and we assume that fluctuations in the underlying variables are statistically independent, which allows us to apply an identity previously derived in the unit on statistics. Namely, ""variances of sums are sums of variances"" for variables that fluctuate independently."
Mathematics,,"This book introduces students to some of the most unusual places in our galaxy outside of our solar system. Answering the question, ""How many stars are in the sky?"" introduces students to basic counting, tallying, and grouping techniques, as well as allowing for the use of simple proportions."
Mathematics,,"This is a booklet containing 15 problems that incorporate data and information from the Hinode solar observatory. The problems involve math skills such as finding the scale of an image to determine actual physical sizes in images, time calculations, volumes of cylinders, graph analysis, and scientific notation. Learners will use mathematics to explore solar science topics such as sunspot structure, spectroscopy, solar rotation, magnetic fields, density and temperature of hot gases, and solar flares. This booklet can be found on the Space Math@NASA website."
Mathematics,,"The aim of this session is to motivate students to understand why we might want to do proofs, why proofs are important, and how they can help us. In particular, the student will learn the following: proofs can help you to really see WHY a result is true; problems that are easy to state can be hard to solve (Fermat's Last Theorem); sometimes statements which appear to be intuitively obvious may turn out to be false (the Hospitals paradox); the answer to a question will often depend crucially on the definitions you are working with. Target audience: suitable for anyone with a knowledge of elementary algebra and prime numbers, as may be obtained by studying A level mathematics."
Mathematics,,"Why do quantitative biologists sometimes claim that mRNA copy numbers are Poisson distributed in simple models of gene transcription? The first video segment addresses this question under the simplifying assumption that mRNA degradation occurs after a well-defined, deterministic lifetime, and the second segment illustrates the same basic concept for the more realistic situation in which degradation is stochastic."
Mathematics,,Students will learn a sample-variance curve fitting method that can be used to determine whether a set of experimental data appears to have been generated by a model. This method is based on minimizing the reduced chi-squared value. This video includes a reminder to inspect normalized residuals before reporting fitted parameters.
Mathematics,,"The purpose of this video tutorial is to review a couple ways in which we think about numbers. Thinking in terms of street numbers, money in bank accounts, and quantum particles (e.g. Bose-Einstein condensate) is contrasted with focusing on associating numbers with distinguishable manipulatives, as is more familiar in K-8 courses. This video concludes with a reminder that the symbol ""infinity"" is not, itself, a number."
Mathematics,,"In the first video segment, we describe the fundamental postulate of statistical mechanics. The direct product notation we introduce in the second segment helps us to discuss the states available to a collection of many parts, which helps us, in turn, to derive the Boltzmann factor in the third segment. The fourth video segment explains how the Boltzmann factor helps us to calculate average properties for systems in thermal contact with large baths and introduces entropy (Greek letter sigma), free energy (F), and the partition function (Z)."
Mathematics,,"In the first video segment, we estimate properties of a parent distribution (i.e. mean and standard deviation) from a sample of a finite collection of data measurements, and we describe the standard error (SE). In the second segment, we derive the famous square-root of n factor that appears in the SE formula. The third video segment describes the visual comparison of error bars, and the fourth segment warns against a mistake that can generate inappropriate claims of statistical significance during this kind of analysis."
Mathematics,,"Elementary grade students investigate heat transfer in this activity to design and build a solar oven, then test its effectiveness using a temperature sensor. It blends the hands-on activity with digital graphing tools that allow kids to easily plot and share their data. Included in the package are illustrated procedures and extension activities. Note Requirements: This lesson requires a ""VernierGo"" temperature sensing device, available for ~ $40. This item is part of the Concord Consortium, a nonprofit research and development organization dedicated to transforming education through technology. The Consortium develops digital learning innovations for science, mathematics, and engineering."
Mathematics,,"To describe how oscillations are supported in systems of differential equations, we present a classic ""Romeo and Juliet"" picture of two-dimensional oscillations, and we analyze how trajectories change as nullclines are arranged at different angles in the phase plane. In addition to models based on traditional systems of differential equations, dynamical systems with time delays and dynamical systems with stochastic fluctuation (i.e. stochastic resonance) can also support oscillations."
Mathematics,,"In the first video, we present a biological circuit topology from Ma, Trusina, El-Samad, Lim, and Tang, ""Defining network topologies that can achieve biochemical adaptation,"" Cell, 138: 760-773 (2009). This topology supports adaptation, which is not the absence of change in response to stimulation/stress, but, instead, the ability to produce delayed compensation for those changes. In the second video, we summarize the method of almost linear stability analysis used to solve for the dynamics of this example system."
Mathematics,,"In the master-equation formalism, a set of differential equations describe the time-evolution of the probability distribution of an ensemble of systems. This can be used, for example, to describe the varied mRNA copy numbers found in individual cells in a population."
Mathematics,,"In a toy model of a cell, protein X is produced according to a translation rate coefficient and eliminated according to a degradation rate coefficient. The protein copy number at which the rates for these processes balance is called the steady-state level, and the time it takes for a cell initially containing zero copies of protein X to accumulate half the steady-state level is called the _ŃŇrise time._Ń Surprisingly, the ""rise time"" depends on the degradation rate coefficient only. The classic textbook presentation of this topic is found in Alon, An Introduction to Systems Biology: Design Principles of Biological Circuits, Boca Raton: Chapman & Hall/CRC, 2007 (p. 18-22)."
Mathematics,,"This is an online set of information about astronomical alignments of ancient structures and buildings. Learners will read background information about the alignments to the Sun in such structures as the Great Pyramid, Chichen Itza, and others. Next, the site contains 10 short problem sets that involve a variety of math skills, including determining the scale of a photo, measuring and drawing angles, plotting data on a graph, and creating an equation to match a set of data. Each set of problems is contained on one page and all of the sets utilize real-world problems relating to astronomical alignments of ancient structures. Each problem set is flexible and can be used on its own, together with other sets, or together with related lessons and materials selected by the educator. This was originally included as a folder insert for the 2010 Sun-Earth Day."
Mathematics,,"In this deterministic cellular automata model, interactions between neighboring automata are described using a prisoner's dilemma. Limiting dispersal of seeds of annual plants can permit heterogeneous co-existence, whereas thorough mixing instead allows one subpopulation to dominate quickly."
Mathematics,,"After heuristically deriving Stirling's approximation in the first video segment, we outline a simple example of the central limit theorem for the case of the binomial distribution. In the final segment, we explain how the central limit theorem is used to suggest that physical experiments are characterized by normally-distributed (Gaussian) fluctuations while fluctuations in biological experiments are said to fill out log-normal distributions."
Mathematics,,"Even when we model the dynamics of the abundances of molecules inside biological systems using calculus, it is important to remember that underlying behavior can be apparently random (""stochastic""). Even a deterministic system containing components moving in periodic ways can, at early times, support dynamics that appear disordered. The behavior of systems containing complicated collections of interacting parts can be difficult to predict with accuracy (chaos). Finally, systems can display stochasticity because the outcomes of measurements on quantum systems are indeterminate in a fundamental way. Random processes are modeled using Markov models."
Mathematics,,"As science extension activities, this book of problems introduces students to mapping the shape of the Milky Way galaxy, and how to identify the various kinds of galaxies in our universe. Students also learn about the shapes and sizes of other galaxies in our universe as they learn how to classify them. The math problems cover basic scientific notation skills and how they apply to working with astronomically large numbers. It also provides exercises in plotting points on a Cartesian plane to map the various features of our Milky Way."
Mathematics,,"Biological systems (e.g. cells) can make stochastic transitions between phenotypes (e.g. states of relatively increased or decreased drug resistance). This means that an initially drug-sensitive population can generate relatively drug-resistant subpopulations. This video presents a metronomogram, which is a tool for understanding whether such stochastic transitions can provide an opportunity for therapeutic treatment. Citation: Liao D, Estevez-Salmeron L, and Tlsty TD (2012) ""Conceptualizing a tool to optimize therapy based on dynamic heterogeneity,"" Phys. Biol. 9:065005."
Mathematics,,"In the first part of this video, we derive the law of mass action from one example of a picture of molecular collisions. For this course, we use the ""law of mass action"" to refer to an idea that chemical reaction kinetic rates can be expressed using products of the abundances of reactants raised to exponents. Studying cooperativity and Hill functions in the second part of the video allows us to investigate a simple example of bistability in the third video segment."
Mathematics,,"The stochastic simulation algorithm (SSA, Kinetic Monte Carlo, Gillespie algorithm) produces an example trajectory for a particular member of a probabilistic ensemble by looping over the following steps. The current state of the system is used to determine the likelihood of each possible chemical reaction in relative comparison to the likelihoods for the other possible reactions, as well as to determine when the next reaction is expected. Pseudo-random numbers are drawn to ""roll the dice"" to determine exactly when the next reaction will proceed, and which kind of reaction it will happen to be."
Mathematics,,"In the first video segment, we present a cartoon model of a weighted chain, which can be regarded as an approximation for a polymer under tension (e.g. a strand of DNA being stretched out using optical tweezers). The Hamiltonian and partition function for this system are described in the second segment. Finally, in the third segment, we calculate the average energy and elongation of the chain."
Mathematics,,This is an activity about utilizing proportional mathematics to determine the height of lunar features. Learners will use the length of shadows to calculate the height of some of the lunar features. This activity is Astronomy Activity 6 in a larger resource entitled Space Update.
Mathematics,,"Explore your own straight-line motion using a motion sensor to generate distance versus time graphs of your own motion. Learn how changes in speed and direction affect the graph, and gain an understanding of how motion can be represented on a graph."
Mathematics,,"We use eigenvector-eigenvalue analysis to walk through a simple quasispecies model described in Bull, Meyers, and Lachmann, ""Quasispecies made simple,"" PLoS Comp Biol, 1(6):e61 (2005). The dominance of a genotype depends, not merely on its ability to breed quickly (i.e. the rudimentary concept of survival of the fittest), but also on its ability to breed ""true."""
Mathematics,,"In the first video segment, we analyze the population dynamics for a test-tube of cells that affect each others' likelihoods of replication when they collide. The particular example we use is a prisoner's dilemma, which has the almost paradoxical property that survival of the relatively most fit leads overall fitness to decrease. In the second video segment, we suggest that the population dynamics from the first segment can be related to an analysis that uses payoff matrices found in traditional game theory."
Mathematics,,Determine the dew point temperature for your classroom through a hands-on experiment. Use humidity and temperature probes to investigate the temperature at which it would rain in your classroom! Learn about water density and the conditions necessary to produce fog or rain.
Mathematics,,It is common in the real world to see mathematical examples where the cents sign was used when the dollar sign was supposed to be used. Converting and comparing decimals and fractions can help clear up this misconception. Two real coupons clipped from a Sunday paper coupon section are included in this activity. This resource is from PUMAS - Practical Uses of Math and Science - a collection of brief examples created by scientists and engineers showing how math and science topics taught in K-12 classes have real world applications.
Mathematics,,"This is a collection of mathematical problems about transits in the solar system. Learners can work problems created to be authentic glimpses of modern science and engineering issues, often involving actual research data."
Mathematics,,"This is a booklet containing 11 problem sets and 9 ""Extra for Experts"" challenges. Learners use provided textual information to determine the scale (e.g., kilometers per millimeter) for images of the lunar surface, Mars, planets, stars and galaxies and then identify the smallest and largest features in the images according to their actual physical sizes. These problems involve measurement, dividing whole numbers, decimal mathematics, and scaling principles. Each set of problems is contained on one page. This booklet can be found on the Space Math@NASA website."
Mathematics,,"This is a collection of mathematics problems relating to the moons of the solar system. Learners will use simple proportional relationships and work with fractions to study the relative sizes of the larger moons in our solar system, and explore how temperatures change from place to place using the Celsius and Kelvin scales."
Mathematics,,"This is a booklet containing 96 mathematics problems involving skills relating to algebra, fractions, graph analysis, geometry, measurement, scale, calculus, and other topics. Learners will use mathematics to explore NASA science and space exploration content relating to space weather, the study of the Sun and its interactions with Earth. Each problem or problem set is introduced with a brief paragraph about the underlying science, written in a simplified, non-technical jargon where possible. Problems are often presented as a multi-step or multi-part activities, and there are problem sets for learners in grades 3-5, 6-8 and 9-12. This booklet can be found on the Space Math@NASA website."
Mathematics,,"Study the motion of a toy car on a ramp and use motion sensors to digitally graph the position data and then analyze it. Make predictions about what the graphs will look like, and consider what the corresponding velocity graphs would look like."
Mathematics,,"This article describes an approach designed to decrease math anxiety and teach students about the use of mathematical symbols simplifying radicals. A deck of cards is used in a demonstration, and a problem set using real life examples to master the use of radicals is included. This resource is from PUMAS - Practical Uses of Math and Science - a collection of brief examples created by scientists and engineers showing how math and science topics taught in K-12 classes have real world applications."
Mathematics,,"In June 2009 the Operator Algebras and Applications International Summer School was held in Lisbon. Dr Joel Feinstein taught one of the four courses available on Regularity conditions for Banach function algebras. He delivered four 90 minute lectures on and this learning object contains the slides, handouts, annotated slides and audio podcasts from each session.Banach function algebras are complete normed algebras of bounded, continuous, complex-valued functions defined on topological spaces."
Mathematics,,"This Study Guide has evolved from the Calculus 1 course, which the author taught in 2015-2019 at Middlesex Community College and MassBay Community College."
Mathematics,,"The aim of this session is to cover the basic theory of compact linear operators on Banach spaces. This includes definitions and statements of the background and main results, with illustrative examples and some proofs.Target audience: This material is accessible to anyone who has a basic knowledge of metric space topology, and who knows what a bounded linear operator on a Banach space is. It is most likely to be suitable for postgraduate students or final year undergraduates."
Mathematics,,"Explore the concept of evaporative cooling through a hands-on experiment. Use a wet cloth and fan to model an air-conditioner and use temperature and relative humidity sensors to collect data. Then digitally plot the data using graphs in the activity. In an optional extension, make your own modifications to improve the cooler's efficiency."
Mathematics,,"Problem: How do you measure an angle with a protector, when that angle is between two solid walls? This resource is from PUMAS - Practical Uses of Math and Science - a collection of brief examples created by scientists and engineers showing how math and science topics taught in K-12 classes have real world applications."
Mathematics,,"Hyperbolic Function --Session 02 By Dr. A. Amutha (The American College, Madurai) Discussion on Problems of Hyperbolic Function ."
Mathematics,,"Inequalities are mathematical statements that connect unequal expressions.This curriculum guide will help students understand inequalities, and be able to differentiate between inequality signs.  They will solve inequality problems, being able to recognize problems where the inequality signs will need to change to arrive at a solution.  Students will represent inequality solutions on a number line."
Mathematics,,Delve into a microscopic world working with models that show how electron waves can tunnel through certain types of barriers. Learn about the novel devices and apparatuses that have been invented using this concept. Discover how tunneling makes it possible for computers to run faster and for scientists to look more deeply into the microscopic world.
Mathematics,,"This math problem demonstrates the concept of geometric progression, through an example of a million dollar contract between an employee and an employer. Application of the concept of geometric progression to social cause activism is addressed. This resource is from PUMAS - Practical Uses of Math and Science - a collection of brief examples created by scientists and engineers showing how math and science topics taught in K-12 classes have real world applications."
Mathematics,,"What happens when an excited atom emits a photon? What can we deduce about that atom based on the photons it can emit? A series of interactive models allows you to examine how the energy levels the electrons of an atom occupy affect the types of photons that can be emitted. Use a digital spectrometer to record which wavelengths certain atoms will emit, and then use this knowledge to compare and identify types of atoms. Students will be abe to:"
Mathematics,,"This assignment walks students through the creation of an Excel spreadsheet, step by step. It includes numerical fills via copy, creation of fixed and relative formulas, formula fill via copy, and some summary functions."
Mathematics,,"Meiosis is the process by which gametes (eggs and sperm) are made. Gametes have only one set of chromosomes. Therefore, meiosis involves a reduction in the amount of genetic material. Each gamete has only half the chromosomes of the original germ cell. Explore meiosis with a computer model of dragons. Run meiosis, inspect the chromosomes, then choose gametes to fertilize. Predict the results of the dragon offspring and try to make a dragon without legs. Learn why all siblings do not look alike."
Mathematics,,"This a a cross curricular unit encompassing English, History, and Math Common Core Standards to teach the Child Labor practices of 1800s U.S. with the  tragedy of Triangle Shirtwaist Factory Fire of 1911 which lead to child labor reform throughout the world and  into the modern era."
Mathematics,,"PowerPoint Slides to accompany Chapter 8 of OpenStax Statistics textbook. Prepared by River Parishes Community College (Jared Eusea, Assistant Professor of Mathematics, and Ginny Bradley, Instructor of Mathematics) for OpenStax Statistics textbook under a Creative Commons Attribution-ShareAlike 4.0 International License. Date provided: July 2019."
Mathematics,,"PowerPoint Slides to accompany Chapter 4 of OpenStax Statistics textbook. Prepared by River Parishes Community College (Jared Eusea, Assistant Professor of Mathematics, and Ginny Bradley, Instructor of Mathematics) for OpenStax Statistics textbook under a Creative Commons Attribution-ShareAlike 4.0 International License. Date provided: July 2019."
Mathematics,,"PowerPoint Slides to accompany Chapter 2 of OpenStax College Algebra textbook. Prepared by River Parishes Community College (Jared Eusea, Assistant Professor of Mathematics, and Ginny Bradley, Instructor of Mathematics) for OpenStax College Algebra textbook under a Creative Commons Attribution-ShareAlike 4.0 International License. Date provided: July 2019."
Mathematics,,"PowerPoint Slides to accompany Chapter 8 of OpenStax Algebra and Trigonometry textbook. Prepared by River Parishes Community College (Jared Eusea, Assistant Professor of Mathematics, and Ginny Bradley, Instructor of Mathematics) for OpenStax Algebra and Trigonometry textbook under a Creative Commons Attribution-ShareAlike 4.0 International License. Date provided: July 2019."
Mathematics,,"PowerPoint Slides to accompany Chapter 6 of OpenStax College Algebra textbook. Prepared by River Parishes Community College (Jared Eusea, Assistant Professor of Mathematics, and Ginny Bradley, Instructor of Mathematics) for OpenStax College Algebra textbook under a Creative Commons Attribution-ShareAlike 4.0 International License. Date provided: July 2019."
Mathematics,,"Many factors influence the success and survival rate of a population of living things. Explore several factors that can determine the survival of a population of sheep in this NetLogo model. Start with a model of unlimited grass available to the sheep and watch what happens to the sheep population! Next try to keep the population under control by removing sheep periodically. Change the birthrate, grass regrowth rate, and the amount of energy rabbits get from the grass to keep a stable population."
Social Sciences,,The role of evidence and research in social work practice.
Social Sciences,,Social Media has transformed human relationships. It has demolished all social boundaries. It is important to revive our relationships with our immediate neighbours also
Social Sciences,,Understand the U.S. class structureDescribe several types of social mobilityRecognize characteristics that define and identify class
Social Sciences,,A PowerPoint file about social work research. Strategies for designing and carrying out research studies and publishing the results are described.
Social Sciences,,"This course examines the nature of attitudes, beliefs, and values, and the influences which indiviudals' attitudes have upon their behavior. Various theories of attitude organization and attitude change are discussed, and the development of social attitudes is explored by examining the differential impact of the family, the educational system, the mass media, and the general social environment. The changing content of public opinion over time and its relationship to the political system are also discussed."
Social Sciences,,Differentiate between open and closed stratification systemsDistinguish between caste and class systemsUnderstand meritocracy as an ideal system of stratification
Social Sciences,,"This resource includes a webinar overview of the CA Core Practice model, practice behaviors, and a description of the theoretical framework underlying the model"
Social Sciences,,"This course was developed and taught by Ben Marwick, Professor of Archaeology at University of Washington. It is a requirement for the UW Master of Science in Data Science, introduces students to the principles and tools for computational reproducibility in data science using R. Topics covered include acquiring, cleaning and manipulating data in a reproducible workflow using the tidyverse. Students will use literate programming tools, and explore best practices for organizing data analyses. Students will learn to write documents using R markdown, compile R markdown documents using knitr and related tools, and publish reproducible documents to various common formats. Students will learn strategies and tools for packaging research compendia, dependency management, and containerising projects to provide computational isolation."
Social Sciences,,"India and South Asia: From Area Studies to Ethnic StudiesCourse design by Rachel Heilman, Issaquah High School.Developed with the support of Sunila Kale (Associate Professor of International Studies) and the South Asia Center (Henry M. Jackson School of International Studies, University of Washington), with funding from the U.S. Department of Education National Resource Centers Program.Dear Colleague,I hope you are able to implement some version of this course at your institution! I have it aligned to Washington State Social Studies Standards, but it is right in line with Common Core-driven expectations and should fit well with any state’s standards. This course also very much supports the new Washington Ethnic Studies Framework.––Rachel Heilman, March 2022Course DescriptionHow can understanding a particular region both shape and enhance our understanding of ourselves and the world around us? As we gain knowledge, how do we both recognize and cross the political boundaries we see on maps? In this one-semester course we will use an interdisciplinary approach to examine India and wider South Asia as we work to conceptualize the ways people, power, geography, and the past shape the region. For the purposes of this course South Asia will include Bangladesh, Bhutan, India, Maldives, Nepal, Pakistan, and Sri Lanka. In our role as global citizens we will also expand our inquiries to the web of connections between South Asia and our own individual and social identities."
Social Sciences,,"Philosophy and the Science of Human Nature pairs central texts from Western philosophical tradition (including works by Plato, Aristotle, Epictetus, Hobbes, Kant, Mill, Rawls, and Nozick) with recent findings in cognitive science and related fields. The course is structured around three intertwined sets of topics: Happiness and Flourishing; Morality and Justice; and Political Legitimacy and Social Structures."
