topic,keyword,short_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,wealth,"By the end of this section, you will be able to:Assess the distribution of wealth in the antebellum SouthDescribe the southern culture of honorIdentify the main proslavery arguments in the years prior to the Civil War",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,wealth,"Infographics on the distribution of wealth in America, highlighting both the inequality and the difference between our perception of inequality and the actual numbers. The reality is often not what we think it is.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,wealth,This 11-minute video lesson explains how bubbles destroy wealth.  [Core Finance playlist: Lesson 42 of 184],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,wealth,This 11-minute video lesson continues to look at how bubbles destroy wealth.   [Core Finance playlist: Lesson 43 of 184],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,wealth,Introduction to series analyzing income and wealth trends in the US. Created by Sal Khan.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,wealth,"Conversations host Harry Kreisler welcomes Professor Peter Dale Scott for a discussion of secrecy and its consequences in the making of U.S. foreign policy.  Their discussion focuses on CIA interventions, the rise of Al Qaeda, the role of U.S. government in supporting Islamic jihadists to counter Soviet power during the Cold War, and the response of the Bush administration to the 911 attack. (59 minutes)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,wealth,"Understand the differences between relative, absolute, and subjective povertyDescribe the economic situation of some of the world’s most impoverished areasExplain the cyclical impact of the consequences of poverty",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,wealth,This 1 minute video will define what a mutual fund is and will aid students in standard EPF. 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,wealth,"Students learn that economic forces have an impact beyond the financial world. First, they learn that Progressive Era public health reforms inspired a commercial response to the growing demand for sanitation through the rapid increase in bathroom-fixture production. Students then use FRED, economic data from Federal Reserve Bank of St. Louis, to analyze how bathroom-fixture production changed throughout the 1920s. They examine primary documents—1920s advertising—to see how companies fused the Progressive Era with the new consumer culture. Finally, students complete the lesson by responding to AP U.S. History-style short-answer questions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,wealth,"Unit 7 – Stratification and Social Mobility in the United StatesChapter 9 – pages 185 – 201Define “Stratification.”Open versus closed stratification.  Is the stratification system in the United States open or closed? Is there social mobility in the United States?Social classes in the United States: upper, middle and lower class.  What is the social stratification of your family tree?  Has your family’s intergenerational social class altered?Watch: Wealth Inequality in America - https://www.youtube.com/watch?v=QPKKQnijnsM4.      Theoretical Perspectives on Social StratificationRead: Chapter 8.2 “Explaining Stratification” - http://open.lib.umn.edu/sociology/chapter/8-2-explaining-stratification/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,wealth,This 9 minute video will explain what a 401(k) is and how a student can use this to build wealth for retirement.  This video will enforce standard EPF. 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Labels,"One of the most common things I did during my work experience was making labels for a variety of reasons - mailing labels, shipping labels, name tags/badges, file folder labels, etc. In this lesson, students complete a mail merge with the teacher, then use addresses of family and friends to create labels that they could put on their graduation announcements.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Labels,Use this interactive labelling activity to locate the parts of the human circulatory system. Track the circulatory system on its journey around the body. Children simply drag and drop to label each part.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Labels,This open textbook provides a foundational understanding of Food Labelling.Food Labelling is an open textbook created using Chapter 2/Food Labelling from the Open Textbook Interpreting Canada’s 2019 Food Guide and Food Labelling for Health Professionals.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Labels,This resource gives students the opportunity to analyze the nutrition information of foods they commonly consume.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Labels,"Labeling voltages on a schematic is not a matter of ""right"" and ""wrong"". It simply establishes how the voltage appears in the analysis equations. Created by Willy McAllister.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Labels,"This textbook provides the novice learner with a foundational understanding of Canada’s 2019 Food Guide and Food Labelling. It highlights important considerations for future health professionals seeking to adopt the new food guide into their practice, including strategies towards healthy eating. This open textbook underscores a relational inquiry approach to inform discussions with clients about nutrition and healthy eating.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Labels,The digestive system labelled with Korean.The origin picture of digestive system is fromhttps://www.oercommons.org/courseware/lesson/72152 by Dr. Safiya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Labels,"What is the long-term harm and wider impact of mass incarceration on people and communities of color? The racial caste system established and perpetuated by mass incarceration continues beyond a prison sentence and extends into families, communities and society at large. The criminalization and demonization of black men creates a “prison label” of stigma and shame that damages the black community as a whole.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Labels,"This book is intended to give students a basic understanding of nutritional information and labelling in the baking industry. In particular, there is a focus on Canadian regulations regarding labelling and merchandising of baked goods, as well as baking for customers with special diets, allergies, and intolerances.Nutrition and Labelling for the Canadian Baker is one of a series of Culinary Arts books developed to support the training of students and apprentices in British Columbia’s food service and hospitality industry. Although created with the Professional Cook and Baker programs in mind, these have been designed as a modular series, and therefore can be used to support a wide variety of programs that offer training in food service skills.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Labels,"Moodle allows you to use HTML to build elements of your course, making facets of your class entirely customizable. While this may appear intimidating at first, it can be as simple or as detailed as you wish.The following tutorial includes code that you may copy/paste for your own use in eClass.Follow the link in resources for “How To: Create Stylized Labels in Moodle” to get started on this self-study module.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Labels,"In this lesson designed to enhance literacy skills, students learn how to use fractions to interpret the nutritional information contained on food labels.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Labels,"Sara Rivers-Cofield, Curator of Federal Collections at the Maryland Archaeological Conservation Laboratory, walks through applying acid-free paper labels to artifacts. This is an alternative to labelling artifacts with permanent archival ink, and the tutorial is appropriate for both students and professional education. The Maryland Archaeological Conservation Laboratory (MAC Lab) standards and guidelines for preparing artifact collections and their associated records, both paper and digital, for permanent curation at the lab can be found at https://jefpat.maryland.gov/Documents/mac-lab/technical-update-no1-collections-and-conservation-standards.pdfThe MAC Lab is a state-of-the-art archaeological research, conservation, and curation facility located at Jefferson Patterson Park and Museum, the State Museum of Archaeology. The MAC Lab serves as the primary repository for archaeological collections recovered from land-based and underwater projects conducted by state and federal agencies throughout Maryland.This resource is part of Jefferson Patterson Park and Museum’s open educational resources project to provide history, ecology, archaeology, and conservation resources related to our 560 acre public park. JPPM is a part of the Maryland Historical Trust under the Maryland Department of Planning.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Labels,This image is of Fig.1.13 in section 1.6 of OpenStax's Anatomy and Physiology. I stripped-down all labels and lines to make this a testable image.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Labels,This lesson is designed to increase students’ self-efficacy to choose milk as a healthy beverage and read nutrition labels.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Labels,"The main content covered in this unit includes the Structure and Function of the biological molecules, the energy flow and the nutrients, Nutritional Facts Labels, and the My Plate concept. Proteins, nucleic acids, polysaccharides in carbohydrates are considered macromolecules, and the lipid molecules are considered as biomolecules. For clarity purposes, proteins, nucleic acids, carbohydrates, and fats will be referred to as “biological molecules” throughout the unit. The history of studying these biological molecules dates back to the early 19th century. British physician-chemist, William Prout (1785-1850) was the first to classify “foodstuffs or ingredients of life into saccharinous (carbohydrates), oleaginous (fats), and albuminous (proteins)” and urged that “a satisfactory diet should include carbohydrates, fats, protein, and water”3. Carl Schmidt coined the term “carbohydrates” in 1844.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Labels,Students will use the Nutrition Facts label and actual fruit snacks to compare the nutrition and taste of different brands of fruit snacks.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,factory,"The aim of this video lesson is to introduce the concept of factorials, and to show students that everyday events in their lives have so much to do with factorials - even if they do not realize it! During this video, students will learn about the large number of ways to arrange people and objects using the mathematical concept of factorials. This video lesson will begin with a story of a family vacation to Pulau Pinang, an island located 330 km from the city of Kuala Lumpur in Malaysia. In this video, lessons about using factorials are demonstrated through several challenges this family encounters during their vacation. A prerequisite for this lesson is knowledge of the multiplication rule of counting. During the classroom activities, students are asked to carry out collaborative learning challenges in groups of 6. These activities require students to arrange cards to show different factorial arrangements that can be made. The materials needed for this activity are very simple. We only need to provide a few pieces of blank or colored paper for each student. The lesson will take about 40 – 50 minutes to complete.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,factory,Students observe the teacher produce a paper taco and then produce their own paper tacos. Students learn about the productive resources and intermediate goods used to make final goods and services. They listen to the book Tortilla Factory and identify the productive resources and intermediate goods used to produce corn tortillas. Students classify the resources used to produce their paper tacos.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,factory,This is a short video clip of work in a brick factory in Asia. You can use the clip for educational purposes teaching occupational Health; and focus upon a discussion of different work factors causing a risk for health.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,factory,Now that we have a feeling for constructing permutations let's introduce the factorial formula to make counting them easy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,factory,"During World War II, racism flourished the United States even as the war effort sought to bring people together. Romare Bearden, Factory Workers, 1942, gouache and casein on brown Kraft paper mounted on board, 94.93 × 73.03 cm (Minneapolis Institute of Art) A Seeing America video A conversation with Dennis Michael Jon, Senior Associate Curator, Minneapolis Institute of Art and Beth Harris. Created by Beth Harris and Steven Zucker. Find learning related resources here: https://smarthistory.org/seeing-america-2/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,factory,"Students become product engineers in a bouncy ball factory as they design and prototype a polymer bouncy ball that meets specific requirements: must be spherical in shape, cannot disintegrate when thrown on the ground, and, of course, must bounce. Along with these design elements, students can build (with teacher assistance) a “shadow box” that helps measure the contact angle of the polymer that provides data on how to iterate.  In addition, students must consider the aesthetics of their bouncy balls for customer approval and marketing purposes. Using the engineering design process, students design and create bouncy balls from polymers to create a fun, exciting toy for children.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,factory,This activity asks students to analyze three primary documents about the experiences of young women who worked in textile factories in New England during the 1830s and 1840s. It provides worksheets to guide and support students in writing a paragraph that cites evidence about the documents.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,factory,"Date of this VersionSpring 2019Document TypeSyllabusCitationWehrman, Rose. ""Adventure Book Club: Charlie and the Chocolate Factory."" After school club lesson plans. University of Nebraska-Lincoln, 2019.CommentsCopyright 2019 by Rose Wehrman under Creative Commons Non-Commercial License. Individuals and organizations may copy, reproduce, distribute, and perform this work and alter or remix this work for non-commercial purposes only.AbstractAn afterschool book club, through these lesson plans, is exploring Roald Dahl's Charlie and the Chocolate Factory. The integration of hands-on activities serves to help students connect to the story, think critically, and build interdisciplinary skills.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,factory,"About a century has passed since the events at the center of this lesson-the Haymarket Affair, the Homestead Strike, and the Triangle Shirtwaist Factory Fire. In this lesson, students use primary historical sources to explore some of the questions raised by these events, questions that continue to be relevant in debates about American society: Where do we draw the line between acceptable business practices and unacceptable working conditions? Can an industrial-and indeed a post-industrial-economy succeed without taking advantage of those who do the work?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,factory,"This lesson focuses on the shift toward mass production in northern factories and on southern plantations that occurred during the first half of the 19th century. Using an economics-focused approach to examining U.S. history prior to the civil war, students examine the role of slavery, industrialization, regionalism, and political responses that ultimately led to the start of a war.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,factory,Economics of a simple business leading up to a discussion on inflation/deflation. Touching on income statements. Created by Sal Khan.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,factory,"The task is intended to address standards regarding sample space, independence, probability distributions and permutations/combinations.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,factory,"What is the human cost of an iPad? The labor conditions at factories making Apple products have been in the public spotlight lately. While Apple is not unique in using low-wage Chinese labor to produce its electronic products, the popularity of the iPad and iPhone, along with publicity surrounding the death of Apple CEO Steve Jobs, have renewed debate about what labor conditions constitute modern-day sweatshops.This lesson consists of two student readings. The first reading takes a closer look at the labor conditions in factories in China making Apple products. The second reading explores the debate about sweatshops more broadly. Is it realistic to eliminate them from the global economy? What impact have anti-sweatshop advocates made? Questions for discussion follow each reading.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,factory,"This course is for students who are interested in maintaining a healthy and happy lifestyle.  This course will appeal to food and nutrition enthusiasts. The course is designed for students to understand the principles of food, nutrition, cooking skills, and how to understand finances. You will understand different topics such as healthy eating habits, food safety, cooking terms, balancing budgets, and other important things that will help you live your life on a daily basis.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,factory,In this activity students work with real datasets to investigate a real situation regarding disappearing Arctic sea ice. The case study has students working side-by-side with a scientist from the National Snow and Ice Data Center and an Inuit community in Manitoba.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,factory,"In animal experiments, animals, husbandry and test procedures are traditionally standardized to maximize test sensitivity and minimize animal use, assuming that this will also guarantee reproducibility. However, by reducing within-experiment variation, standardization may limit inference to the specific experimental conditions. Indeed, we have recently shown in mice that standardization may generate spurious results in behavioral tests, accounting for poor reproducibility, and that this can be avoided by population heterogenization through systematic variation of experimental conditions. Here, we examined whether a simple form of heterogenization effectively improves reproducibility of test results in a multi-laboratory situation. Each of six laboratories independently ordered 64 female mice of two inbred strains (C57BL/6NCrl, DBA/2NCrl) and examined them for strain differences in five commonly used behavioral tests under two different experimental designs. In the standardized design, experimental conditions were standardized as much as possible in each laboratory, while they were systematically varied with respect to the animals' test age and cage enrichment in the heterogenized design. Although heterogenization tended to improve reproducibility by increasing within-experiment variation relative to between-experiment variation, the effect was too weak to account for the large variation between laboratories. However, our findings confirm the potential of systematic heterogenization for improving reproducibility of animal experiments and highlight the need for effective and practicable heterogenization strategies.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,factory,"The primary purpose of this task is to illustrate that the domain of a function is a property of the function in a specific context and not a property of the formula that represents the function. Similarly, the range of a function arises from the domain by applying the function rule to the input values in the domain. A second purpose would be to illicit and clarify a common misconception, that the domain and range are properties of the formula that represent a function.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,factory,"Esta guía práctica acompaña la serie de videos Poder estadístico y tamaño de muestra en R, de mi canal de YouTube Investigación Abierta, que recomiendo ver antes de leer este documento. Contiene una explicación general del análisis de poder estadístico y cálculo de tamaño de muestra, centrándose en el procedimiento para realizar análisis de poder y tamaños de muestra en jamovi y particularmente en R, usando los paquetes pwr (para diseños sencillos) y Superpower (para diseños factoriales más complejos). La sección dedicada a pwr está ampliamente basada en este video de Daniel S. Quintana (2019).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Melody,"This open book by Catherine Schmidt-Jones has units on time elements (rhythm and meter), pitch elements (timbre, melody, and harmony), and the combination of these elements. The textbook is being provided in both PDF and html formats for download.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Melody,"Music Theory for the 21st–Century Classroom is an openly–licensed online four–semester college music theory textbook. This text differs from other music theory textbooks by focusing less on four–part (SATB) voiceleading and more on relating harmony to the phrase. Also, in traditional music theory textbooks, there is little emphasis on motivic analysis and analysis of melodic units smaller than the phrase. In my opinion, this led to students having difficulty with creating melodies, since the training they are given is typically to write a “melody” in quarter notes in the soprano voice of part writing exercises. When the assignments in those texts ask students to do more than this, the majority of the students struggle to create a melody with continuity and with appropriate placement of harmonies within a phrase because the text had not prepared them to do so.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Melody,"Founded by Bisher Abu Taleb, a vocalist and guitarist, and Ayham Abu Hammad, a music and video editor, i3zif (play) is an Arabic online music school that provides musical instrument instruction in Arabic and English. Through fee-based courses in several musical and instrumental practice areas, including the oud (stringed instrument), darbuka (goblet drum), guitar, piano, and Arabic vocals, i3zif seeks to streamline music-learning by bringing together numerous teachers and artists in one, online-accessible space.Courses are arranged by music or instrument genre. The majority of reference songs or popular melodies used in the courses are Arabic-based, though some classes may incorporate popular Euro-American songs and melodies. The website can be viewed in English or Arabic, though more courses are listed on the Arabic version of the website.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Melody,"This resource was created by Judy Prewett, in collaboration with Dawn DeTurk, Hannah Blomstedt, and Julie Albrecht, as part of ESU2's Integrating the Arts project. This project is a four year initiative focused on integrating arts into the core curriculum through teacher education, practice, and coaching.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Melody,Students use their singing voices to take turns improvising and creating melodic phrases on a given theme.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Melody,"This work, “The Best Birthday Picture”  is a derivative of  “The Birthday Party"" authored by Storyweaver, Pratham Books, Illustrated by Megha Vishwanath, used under  CC­-BY­-4.0. The text for this adapted story “The Best Birthday Picture” was written by a team of educators during a short course on “Application of Open Educational Resources” in May 2022. The course was developed and delivered by the USAID LAC Reads Capacity Program and hosted by the University of the West Indies, Jamaica.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
